crn,course_code,name,days,start_time,end_time,room_num,instructor,semester,mode,status
20583,ANTH 5538,Cultures of the Middle East,H,1300,1550,SSCB 1100,Maria F Curtis,Fall 2023,< 50% online,Opened
20584,ANTH 5931,Research Topics in Anthropology,W,1900,2150,Bayou Building 1130,Maria F Curtis,Fall 2023,< 50% online,Opened
20263,ARTS 1303,World Art Survey I,TH,1000,1120,Bayou Building 2311,Sarah Kielt Costello,Fall 2023,> or equal to 50% Online,Opened
20264,ARTS 1304,World Art Survey II,TDB,TDB,TDB,TBA,Jessica T Kubala,Fall 2023,100% Online,Opened
19998,ARTS 1311,Design Foundations,TH,830,1120,Arbor North 1200.15,Lauren E Yandell,Fall 2023,100% F2F w/supplmtnl web,Opened
20000,ARTS 1316,Drawing Foundations,W,1600,1850,Arbor 1320.04,Marjorie Carol Paben,Fall 2023,100% F2F w/supplmtnl web,Closed
20002,ARTS 1325,Drawing for Non-Art Majors,W,1600,1850,Arbor 1320.04,Marjorie Carol Paben,Fall 2023,100% F2F w/supplmtnl web,Opened
20003,ARTS 2316,Painting,TH,1300,1550,Arbor 1150.01,Lauren E Yandell,Fall 2023,100% F2F w/supplmtnl web,Closed
20005,ARTS 2371,Digital Photography 1,T,830,1120,SSCB� 220113,Leslie Plaza Johnson,Fall 2023,< 50% online,Opened
20006,ARTS 2371,Digital Photography 1,H,830,1120,Student Services Bld 220114,Leslie Plaza Johnson,Fall 2023,< 50% online,Opened
20007,ARTS 2371,Digital Photography 1,W,1900,2150,SSCB� 220113,Angela Duron-Larson,Fall 2023,< 50% online,Opened
20008,ARTS 2371,Digital Photography 1,H,1900,2150,Student Services Bld 220114,Angela Duron-Larson,Fall 2023,< 50% online,Opened
20009,ARTS 2371,Digital Photography 1,M,900,1150,SSCB� 220113,Daniel Seth Kraus,Fall 2023,100% F2F w/supplmtnl web,Opened
20010,ARTS 2372,Integrating Visual Art: Arts and STEM,M,900,1150,Arbor 1315.02,David Anthony Moya,Fall 2023,100% F2F w/supplmtnl web,Opened
20011,ARTS 2379,Arts and the Child,T,1600,1850,Arbor 1315.02,Janet Morton Reynolds,Fall 2023,100% F2F w/supplmtnl web,Opened
20012,ARTS 2379,Arts and the Child,T,1600,1850,Arbor 1310.06,Victoria Suzanne Williams,Fall 2023,100% F2F w/supplmtnl web,Opened
20013,ARTS 2379,Arts and the Child,T,1600,1850,Arbor 1310.02,Henry A Darragh,Fall 2023,100% F2F w/supplmtnl web,Opened
20014,ARTS 3310,Sculpture,MW,900,1150,Arbor North 1200.15,Jason D Makepeace,Fall 2023,100% F2F w/supplmtnl web,Closed
20015,ARTS 3320,Ceramics,TH,830,1120,Arbor North 1200.08,Clay F Leonard,Fall 2023,100% F2F w/supplmtnl web,Closed
20016,ARTS 3320,Ceramics,MW,1600,1850,Arbor North 1200.08,Clay F Leonard,Fall 2023,100% F2F w/supplmtnl web,Closed
20017,ARTS 3331,Intermediate Drawing,MW,1300,1550,Arbor 1150.01,Lauren E Yandell,Fall 2023,100% F2F w/supplmtnl web,Opened
20018,ARTS 3333,Life Drawing,F,900,1250,Arbor 1320.04,Mark Greenwalt,Fall 2023,100% F2F w/supplmtnl web,Closed
20019,ARTS 3333,Life Drawing,F,1400,1750,Arbor 1320.04,Nohelia Bolivar Vargas,Fall 2023,100% F2F w/supplmtnl web,Opened
20020,ARTS 3340,Printmaking,TH,1300,1550,Arbor 1320.03,Lauren E Kussro,Fall 2023,100% F2F w/supplmtnl web,Opened
20021,ARTS 3341,Fibers,MW,1300,1550,Arbor North 1200.08,Marjorie Carol Paben,Fall 2023,100% F2F w/supplmtnl web,Closed
20281,ARTS 3350,Art 1900-1950,W,1900,2150,Bayou Building 1135,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
20023,ARTS 3352,Traditional Photography,F,900,1250,Arbor 1305.02,Daniel Seth Kraus,Fall 2023,100% F2F w/supplmtnl web,Closed
20025,ARTS 3360,Graphic Design,M,900,1150,Student Services Bld 220114,Stuart Larson,Fall 2023,< 50% online,Closed
20026,ARTS 3360,Graphic Design,T,1900,2150,Student Services Bld 220114,Wale Akingbade,Fall 2023,< 50% online,Opened
20027,ARTS 3360,Graphic Design,H,1900,2150,SSCB 2201.02,Monica Villarreal,Fall 2023,< 50% online,Opened
20028,ARTS 4300,Methods in Elementary Art Education,T,1300,1550,Arbor 1315.02,David Anthony Moya,Fall 2023,100% F2F w/supplmtnl web,Closed
20029,ARTS 4311,Process Sculpture,MW,1600,1850,Arbor North 1200.15,Jason D Makepeace,Fall 2023,100% F2F w/supplmtnl web,Opened
20032,ARTS 4320,Advanced Ceramics,TH,1300,1550,Arbor North 1200.08,Clay F Leonard,Fall 2023,100% F2F w/supplmtnl web,Closed
20274,ARTS 4322,Roman Art,M,1600,1850,Student Services Bld 2306,Sarah Kielt Costello,Fall 2023,< 50% online,Closed
20033,ARTS 4331,Advanced Drawing,MW,900,1150,Arbor 1320.01,Lauren E Yandell,Fall 2023,100% F2F w/supplmtnl web,Opened
20034,ARTS 4335,Advanced Painting,MW,900,1150,Arbor 1320.01,Lauren E Yandell,Fall 2023,100% F2F w/supplmtnl web,Opened
20037,ARTS 4339,Silkscreen Printing,TH,1900,2150,Arbor 1320.03,Lauren E Kussro,Fall 2023,100% F2F w/supplmtnl web,Closed
20022,ARTS 4341,Advanced Fibers,MW,1300,1550,Arbor North 1200.08,Marjorie Carol Paben,Fall 2023,100% F2F w/supplmtnl web,Opened
20024,ARTS 4350,Advanced Traditional Photography,F,900,1250,Arbor 1305.02,Daniel Seth Kraus,Fall 2023,100% F2F w/supplmtnl web,Opened
20038,ARTS 4351,Advanced Digital Photography,M,1300,1550,SSCB� 220113,Daniel Seth Kraus,Fall 2023,100% F2F w/supplmtnl web,Opened
20039,ARTS 4352,Video Arts,F,900,1250,SSCB� 220113,Michael C Brims,Fall 2023,< 50% online,Opened
20040,ARTS 4363,Advertising Design,T,830,1120,Student Services Bld 220114,Stuart Larson,Fall 2023,< 50% online,Opened
20277,ARTS 4364,Museum Studies,H,1600,1850,Student Services Bld 2310,Beth Matusoff Merfish,Fall 2023,< 50% online,Opened
20042,ARTS 4368,Graphic Novel Design,M,1900,2150,Student Services Bld 220114,Wale Akingbade,Fall 2023,< 50% online,Opened
20043,ARTS 4380,Typeface Design,W,900,1150,Student Services Bld 220114,Stuart Larson,Fall 2023,< 50% online,Opened
20044,ARTS 4390,Senior Seminar in Art,T,830,1120,Bayou Building 2524,Jason D Makepeace,Fall 2023,100% F2F w/supplmtnl web,Closed
20045,ARTS 4391,Selected Topics in Art,MW,1300,1550,Arbor 1315.02,Janet Morton Reynolds,Fall 2023,< 50% online,Opened
20046,ARTS 4391,Selected Topics in Art,T,1900,2150,Bayou Building 1313,Eric Despard,Fall 2023,Face to Face,Opened
20047,ARTS 4391,Selected Topics in Art,H,1900,2150,Arbor 1310.02,Eric Despard,Fall 2023,Face to Face,Opened
20048,ARTS 4391,Selected Topics in Art,MW,1300,1550,Arbor 1320.03,Lauren E Kussro,Fall 2023,100% F2F w/supplmtnl web,Opened
23685,ARTS 4391,Selected Topics in Art,F,900,1250,SSCB� 220113,Michael C Brims,Fall 2023,< 50% online,Opened
20030,ARTS 5231,Sculpture and Ceramic Studio,MW,1600,1850,Arbor North 1200.15,Jason D Makepeace,Fall 2023,100% F2F w/supplmtnl web,Opened
20031,ARTS 5231,Sculpture and Ceramic Studio,TH,1300,1550,Arbor North 1200.08,Clay F Leonard,Fall 2023,100% F2F w/supplmtnl web,Opened
20276,ARTS 5236,Roman Art and Architecture,M,1600,1850,Student Services Bld 2306,Sarah Kielt Costello,Fall 2023,< 50% online,Opened
20035,ARTS 5331,Painting-Drawing-Printmaking,MW,900,1150,Arbor 1320.01,Lauren E Yandell,Fall 2023,100% F2F w/supplmtnl web,Closed
24015,ASTR 1103,Laboratory for Stars and Galaxies,T,1900,2150,STEM 1200,Samina S Masood,Fall 2023,100% F2F w/supplmtnl web,Opened
24016,ASTR 1103,Laboratory for Stars and Galaxies,W,1900,2150,STEM 1200,Derek Smith,Fall 2023,100% F2F w/supplmtnl web,Opened
24021,ASTR 1303,Stars and Galaxies,MW,1100,1220,STEM 1203,Wes Kelly,Fall 2023,100% F2F w/supplmtnl web,Opened
24063,ASTR 4391,Selected Topics,H,1900,2150,STEM 2101,Wes Kelly,Fall 2023,100% F2F w/supplmtnl web,Opened
24934,BIOL 1106,Lab for Biology for Science Majors I,W,900,1150,Bayou Building 3313,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
24935,BIOL 1106,Lab for Biology for Science Majors I,W,1300,1550,Bayou Building 3313,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
24941,BIOL 1106,Lab for Biology for Science Majors I,H,1300,1550,Bayou Building 3313,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
24945,BIOL 1106,Lab for Biology for Science Majors I,F,900,1150,Bayou Building 3313,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
24948,BIOL 1106,Lab for Biology for Science Majors I,F,1300,1550,Bayou Building 3313,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
24954,BIOL 1107,Laboratory for Biology for Science Majors II,H,1300,1550,Bayou Building 3209,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
24956,BIOL 1107,Laboratory for Biology for Science Majors II,H,900,1150,Bayou Building 3209,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
24993,BIOL 1108,Laboratory for Biology for Non-Science Major I,W,900,1150,Bayou Building 3209,Luke Roland Choate,Fall 2023,100% F2F w/supplmtnl web,Opened
24995,BIOL 1108,Laboratory for Biology for Non-Science Major I,W,1300,1550,Bayou Building 3209,Luke Roland Choate,Fall 2023,100% F2F w/supplmtnl web,Opened
24997,BIOL 1306,Biology for Science Majors I,TH,1000,1120,Bayou Building 2512,Brian Stephens,Fall 2023,100% F2F w/supplmtnl web,Opened
24999,BIOL 1307,Biology for Science Majors II,TH,1600,1720,Bayou Building 3332,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
25001,BIOL 1308,Biology for Non-Science Majors I,TH,1300,1420,Bayou Building 2524,Luke Roland Choate,Fall 2023,100% F2F w/supplmtnl web,Opened
25003,BIOL 2101,Laboratory for Anatomy & Physiology I,M,1300,1550,BAYOU 3604,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
25004,BIOL 2121,Laboratory for Microbiology for Science Majors,W,900,1150,Bayou Building 3211,Michael Geary LaMontagne,Fall 2023,100% F2F w/supplmtnl web,Opened
25008,BIOL 2121,Laboratory for Microbiology for Science Majors,W,1300,1550,Bayou Building 3211,Michael Geary LaMontagne,Fall 2023,100% F2F w/supplmtnl web,Opened
25028,BIOL 2121,Laboratory for Microbiology for Science Majors,H,900,1150,Bayou Building 3211,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
25029,BIOL 2121,Laboratory for Microbiology for Science Majors,H,1600,1850,Bayou Building 3211,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
25032,BIOL 2301,Anatomy & Physiology I,TH,1000,1120,Bayou Building 1133,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
25033,BIOL 2321,Microbiology for Science Majors,TH,1300,1420,Bayou Building 3326,Michael Geary LaMontagne,Fall 2023,100% F2F w/supplmtnl web,Opened
25035,BIOL 2428,Vertebrate Zoology,H,1600,2150,BAYOU 3604,Stephen Michael Gruber,Fall 2023,100% F2F w/supplmtnl web,Opened
25037,BIOL 3141,Molecular Genetics Laboratory,M,900,1150,Bayou Building 3313,Luke Roland Choate,Fall 2023,100% F2F w/supplmtnl web,Opened
25038,BIOL 3141,Molecular Genetics Laboratory,M,1300,1550,Bayou Building 3313,Luke Roland Choate,Fall 2023,100% F2F w/supplmtnl web,Opened
25039,BIOL 3141,Molecular Genetics Laboratory,T,900,1150,Bayou Building 3313,Jennifer Anne McNaspy,Fall 2023,100% F2F w/supplmtnl web,Opened
25040,BIOL 3141,Molecular Genetics Laboratory,T,1300,1550,Bayou Building 3313,Jennifer Anne McNaspy,Fall 2023,100% F2F w/supplmtnl web,Opened
25041,BIOL 3173,Human Anatomy Laboratory,W,1100,1250,BAYOU 3604,Stephen Michael Gruber,Fall 2023,100% F2F w/supplmtnl web,Opened
25042,BIOL 3173,Human Anatomy Laboratory,W,1300,1450,BAYOU 3604,Stephen Michael Gruber,Fall 2023,100% F2F w/supplmtnl web,Opened
25043,BIOL 3311,Marine Biology,T,1600,1850,Bayou Building 1335,Jenny Wrast Oakley,Fall 2023,100% F2F w/supplmtnl web,Opened
25044,BIOL 3333,Environmental Biology,H,900,1150,SSCB 1100,Cindy Howard,Fall 2023,100% F2F w/supplmtnl web,Opened
25046,BIOL 3341,Molecular Genetics,TH,1730,1850,Bayou Building 3332,Larry H Rohde,Fall 2023,100% F2F w/supplmtnl web,Opened
25047,BIOL 3373,Human Anatomy,M,1600,1850,Bayou Building 1333,Richard L Puzdrowski,Fall 2023,100% F2F w/supplmtnl web,Opened
25048,BIOL 4113,Laboratory for Biology of Fishes,W,1600,1850,Bayou Building 2104,George J. Guillen,Fall 2023,100% F2F w/supplmtnl web,Opened
25049,BIOL 4115,Biology Practicum,TDB,TDB,TDB,TBA,Trish Trubl,Fall 2023,100% F2F w/supplmtnl web,Opened
25050,BIOL 4115,Biology Practicum,TDB,TDB,TDB,TBA,Michael Geary LaMontagne,Fall 2023,100% F2F w/supplmtnl web,Opened
25051,BIOL 4241,Laboratory For Physiology,M,1800,2150,BAYOU 3604,Stephen Michael Gruber,Fall 2023,100% F2F w/supplmtnl web,Closed
25052,BIOL 4241,Laboratory For Physiology,T,1300,1650,BAYOU 3604,Richard L Puzdrowski,Fall 2023,100% F2F w/supplmtnl web,Opened
25053,BIOL 4241,Laboratory For Physiology,T,1800,2150,BAYOU 3604,Stephen Michael Gruber,Fall 2023,100% F2F w/supplmtnl web,Closed
25054,BIOL 4242,Laboratory For Biochemistry,M,1200,1550,Bayou Building 3520,Scott Buckel,Fall 2023,100% F2F w/supplmtnl web,Opened
25055,BIOL 4242,Laboratory For Biochemistry,M,1800,2150,Bayou Building 3520,Scott Buckel,Fall 2023,100% F2F w/supplmtnl web,Opened
25056,BIOL 4242,Laboratory For Biochemistry,T,1250,1550,Bayou Building 3520,Scott Buckel,Fall 2023,100% F2F w/supplmtnl web,Opened
25057,BIOL 4242,Laboratory For Biochemistry,T,1800,2150,Bayou Building 3520,Scott Buckel,Fall 2023,100% F2F w/supplmtnl web,Opened
25058,BIOL 4253,Laboratory for Biotechnology,W,1200,1550,Bayou Building 3108,Lory Zoe Santiago-Vazquez,Fall 2023,100% F2F w/supplmtnl web,Opened
25059,BIOL 4278,Seminar in Biology,T,1300,1450,Bayou Building 2104,William R Mills,Fall 2023,100% F2F w/supplmtnl web,Opened
25060,BIOL 4278,Seminar in Biology,W,1300,1450,Bayou Building 2106,Brian Stephens,Fall 2023,100% F2F w/supplmtnl web,Opened
25064,BIOL 4313,Biology of Fishes,W,1900,2150,Bayou Building 3215,George J. Guillen,Fall 2023,100% F2F w/supplmtnl web,Opened
25061,BIOL 4315,Biology Practicum,TDB,TDB,TDB,TBA,Cindy Howard,Fall 2023,100% F2F w/supplmtnl web,Opened
25062,BIOL 4323,Field Biology,M,900,1150,Bayou Building 2104,Cindy Howard,Fall 2023,100% F2F w/supplmtnl web,Opened
25063,BIOL 4334,Environmental Microbiology,MW,1730,1850,Bayou Building 3615,Michael Geary LaMontagne,Fall 2023,100% F2F w/supplmtnl web,Opened
25065,BIOL 4341,Biochemistry I,TH,1000,1120,Bayou Building 3326,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
25066,BIOL 4342,Biochemistry II,MW,1130,1250,Bayou Building 3332,William R Mills,Fall 2023,100% F2F w/supplmtnl web,Opened
25067,BIOL 4345,Human Physiology,M,1300,1550,Bayou Building 3332,Leonard James Giblin,Fall 2023,100% F2F w/supplmtnl web,Opened
25068,BIOL 4347,Cellular Physiology,TH,1300,1420,Bayou Building 1335,Leonard James Giblin,Fall 2023,100% F2F w/supplmtnl web,Opened
25069,BIOL 4349,Plant Development,MW,1600,1720,Bayou Building 1135,Brian Stephens,Fall 2023,100% F2F w/supplmtnl web,Opened
25071,BIOL 4355,Tissue Culture,M,1300,1550,Bayou Building 3108,Larry H Rohde,Fall 2023,100% F2F w/supplmtnl web,Opened
25868,BIOL 4362,Endocrinology,W,1600,1850,TBA,Leonard James Giblin,Fall 2023,100% F2F w/supplmtnl web,Opened
25031,BIOL 4371,Cancer Biology,T,1900,2150,Bayou Building 3615,Leonard James Giblin,Fall 2023,100% F2F w/supplmtnl web,Opened
25030,BIOL 4391,Selected Topics Biological Scs,H,1900,2150,Bayou Building 1333,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
24960,BIOL 5215,Laboratory for Ichthyology,W,1600,1850,Bayou Building 3315,George J. Guillen,Fall 2023,100% F2F w/supplmtnl web,Opened
24961,BIOL 5235,Ichthyology,W,1900,2150,Bayou Building 3215,George J. Guillen,Fall 2023,100% F2F w/supplmtnl web,Opened
24971,BIOL 5332,Toxicology,TDB,TDB,TDB,TBA,Cindy Howard,Fall 2023,100% Online,Opened
24973,BIOL 5435,Advanced Immunology,M,1300,1550,Bayou Building 3615,Mohammad B Rashid,Fall 2023,100% F2F w/supplmtnl web,Opened
24975,BIOL 5533,Ecological Methods,M,900,1150,Bayou Building 3615,Cindy Howard,Fall 2023,100% F2F w/supplmtnl web,Opened
24980,BIOL 5635,Neuroscience,W,1900,2150,Bayou Building 1335,Richard L Puzdrowski,Fall 2023,100% F2F w/supplmtnl web,Opened
24982,BIOL 5736,Bioethics,M,1600,1850,Bayou Building 1124,William R Mills,Fall 2023,> or equal to 50% Online,Opened
24985,BIOL 5738,Gene Therapy,H,1900,2150,Bayou Building 3615,Mohammad B Rashid,Fall 2023,100% F2F w/supplmtnl web,Opened
24989,BIOL 6838,Research Project And Seminar,M,1900,2150,Bayou Building 3615,Brian Stephens,Fall 2023,100% F2F w/supplmtnl web,Opened
24894,BIOT 5011,Methods in Biotechnology Discussion,T,1700,1750,Bayou Building 3108,Martha Ariza,Fall 2023,< 50% online,Opened
24897,BIOT 5021,Methods of Biotechnology,T,1800,2150,Bayou Building 3108,Martha Ariza,Fall 2023,< 50% online,Opened
24933,BIOT 5031,Applied Biotechnology,W,1300,1550,Bayou Building 3615,Mohammad B Rashid,Fall 2023,100% F2F w/supplmtnl web,Opened
24905,BIOT 5111,Advanced Methods of Biotechnology I Discussion,H,1300,1350,Bayou Building 3108,Martha Ariza,Fall 2023,< 50% online,Opened
24907,BIOT 5112,Advanced Methods of Biotechnology II Discussion,M,1300,1350,Bayou Building 3108,Martha Ariza,Fall 2023,< 50% online,Opened
24906,BIOT 5121,Advanced Methods of Biotechnology I,H,830,1220,Bayou Building 3108,Martha Ariza,Fall 2023,100% F2F w/supplmtnl web,Opened
24908,BIOT 5122,Advanced Methods of Biotechnology II,M,830,1220,Bayou Building 3108,Martha Ariza,Fall 2023,100% F2F w/supplmtnl web,Opened
24909,BIOT 5331,Stem Cell Biotechnology,W,900,1150,Bayou Building 3615,Larry H Rohde,Fall 2023,< 50% online,Opened
24911,BIOT 5530,Research Methods in Biotechnology,W,1900,2150,Bayou Building 3615,Lory Zoe Santiago-Vazquez,Fall 2023,> or equal to 50% Online,Opened
24913,BIOT 5733,Bioinformatics,T,1300,1550,Bayou Building 3324,Lory Zoe Santiago-Vazquez,Fall 2023,< 50% online,Opened
24919,BIOT 5736,Bioethics,M,1600,1850,Bayou Building 3615,William R Mills,Fall 2023,< 50% online,Opened
24920,BIOT 5915,Cooperative Education Work Term,TDB,TDB,TDB,TBA,Lory Zoe Santiago-Vazquez,Fall 2023,100% F2F w/supplmtnl web,Opened
24922,BIOT 6011,Biotechnology Practicum,TDB,TDB,TDB,TBA,Mohammad B Rashid,Fall 2023,100% F2F w/supplmtnl web,Opened
24925,BIOT 6021,Biotechnology Practicum,TDB,TDB,TDB,TBA,Mohammad B Rashid,Fall 2023,100% F2F w/supplmtnl web,Opened
24926,BIOT 6031,Biotechnology Practicum,TDB,TDB,TDB,TBA,Mohammad B Rashid,Fall 2023,100% F2F w/supplmtnl web,Opened
24928,BIOT 6838,Research Project and Seminar,W,1900,2150,Bayou Building 3324,Lory Zoe Santiago-Vazquez,Fall 2023,> or equal to 50% Online,Opened
20891,CENG 2112,Lab For Digital Circuits,M,1300,1550,Delta Building 128,Miguel Angel Pagan,Fall 2023,100% F2F w/supplmtnl web,Opened
20893,CENG 2112,Lab For Digital Circuits,T,830,1120,Delta Building 128,Miguel Angel Pagan,Fall 2023,100% F2F w/supplmtnl web,Opened
20892,CENG 2112,Lab For Digital Circuits,W,1300,1550,Delta Building 128,Miguel Angel Pagan,Fall 2023,100% F2F w/supplmtnl web,Opened
20905,CENG 2312,Digital Circuits,TH,1300,1420,Delta Building 136,Hakduran Koc,Fall 2023,100% F2F w/supplmtnl web,Opened
20906,CENG 2312,Digital Circuits,MW,1600,1720,Delta Building 136,Miguel Angel Pagan,Fall 2023,100% F2F w/supplmtnl web,Opened
20912,CENG 2371,Microcontroller Programming,TH,1730,1850,Delta Building 136,Ishaq H Unwala,Fall 2023,100% F2F w/supplmtnl web,Opened
20894,CENG 3113,Lab For Linear Circuits,T,1900,2150,Delta Building 126,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
20895,CENG 3113,Lab For Linear Circuits,H,1300,1550,Delta Building 126,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
20897,CENG 3116,Lab for Electronics,M,1300,1550,Delta Building 126,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
20898,CENG 3116,Lab for Electronics,W,1900,2150,Delta Building 126,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
20899,CENG 3131,Lab For Telecom And Networks,M,1900,2150,Delta Building 126,Jiang Lu,Fall 2023,100% F2F w/supplmtnl web,Opened
20900,CENG 3131,Lab For Telecom And Networks,W,1300,1550,Delta Building 126,Jiang Lu,Fall 2023,100% F2F w/supplmtnl web,Closed
20901,CENG 3151,Lab For Computer Architecture,T,1300,1550,Delta Building 128,Miguel Angel Pagan,Fall 2023,100% F2F w/supplmtnl web,Closed
20902,CENG 3151,Lab For Computer Architecture,H,1300,1550,Delta Building 128,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Closed
20904,CENG 3264,Engineering Design and Project Management,T,1300,1550,DELTA 140,Jiang Lu,Fall 2023,100% F2F w/supplmtnl web,Opened
20907,CENG 3313,Linear Circuits,TH,1600,1720,Delta Building 242,"Unal ""Zak"" Sakoglu",Fall 2023,100% F2F w/supplmtnl web,Opened
20909,CENG 3316,Electronics,MW,1730,1850,Delta Building D241,Xiaokun Yang,Fall 2023,100% F2F w/supplmtnl web,Opened
20910,CENG 3331,Intro To Telecom And Networks,MW,1600,1720,Delta Building 126,Jiang Lu,Fall 2023,100% F2F w/supplmtnl web,Closed
20911,CENG 3351,Computer Architecture,TH,1130,1250,Delta Building 136,Hakduran Koc,Fall 2023,100% F2F w/supplmtnl web,Closed
20913,CENG 4113,Lab for Microprocsr Intrfacing,T,1300,1550,Delta Building 133,Ishaq H Unwala,Fall 2023,100% F2F w/supplmtnl web,Opened
20914,CENG 4113,Lab for Microprocsr Intrfacing,W,1900,2150,Delta Building 133,Ishaq H Unwala,Fall 2023,100% F2F w/supplmtnl web,Opened
20916,CENG 4265,Senior Project,W,900,1150,Delta Building 126,Luong An Nguyen,Fall 2023,100% F2F w/supplmtnl web,Opened
20917,CENG 4265,Senior Project,W,900,1150,Delta Building 128,Xiaokun Yang,Fall 2023,100% F2F w/supplmtnl web,Opened
20918,CENG 4313,Microprocessor Interfacing,TH,1430,1550,Delta Building 136,Ishaq H Unwala,Fall 2023,100% F2F w/supplmtnl web,Opened
20920,CENG 4331,Analysis and Design of Linear Systems,TH,1730,1850,Delta Building 242,"Unal ""Zak"" Sakoglu",Fall 2023,100% F2F w/supplmtnl web,Opened
20921,CENG 4351,Introduction to Robotics,TH,1600,1720,DELTA 158B,Luong An Nguyen,Fall 2023,100% F2F w/supplmtnl web,Opened
20924,CENG 4391,Selected Topics In Comp Enginr,W,1900,2150,Delta Building 136,Xiaokun Yang,Fall 2023,100% F2F w/supplmtnl web,Opened
20925,CENG 4391,Selected Topics In Comp Enginr,M,1900,2150,DELTA 158B,Thomas L Harman,Fall 2023,100% F2F w/supplmtnl web,Opened
20926,CENG 4391,Selected Topics In Comp Enginr,H,1300,1550,Delta� Building 119A,"Unal ""Zak"" Sakoglu",Fall 2023,100% F2F w/supplmtnl web,Opened
20927,CENG 5131,Engineering Applications,H,1900,2150,Delta Building 136,Luong An Nguyen,Fall 2023,100% F2F w/supplmtnl web,Opened
20928,CENG 5133,Computer Architecture Design,M,1600,1850,DELTA 140,Hakduran Koc,Fall 2023,100% F2F w/supplmtnl web,Opened
20929,CENG 5433,Prin Of Digital Commun Systems,T,1900,2150,Delta Building 136,Jiang Lu,Fall 2023,100% F2F w/supplmtnl web,Closed
23566,CENG 5434,Microcomputer Systems Design,W,1600,1850,DELTA 140,Ishaq H Unwala,Fall 2023,100% F2F w/supplmtnl web,Opened
20930,CENG 5435,Robotics Applications and Software,M,1900,2150,DELTA 158B,Thomas L Harman,Fall 2023,100% F2F w/supplmtnl web,Closed
20931,CENG 5531,Machine Learning and Applications,H,1300,1550,Delta� Building 119A,"Unal ""Zak"" Sakoglu",Fall 2023,100% F2F w/supplmtnl web,Opened
20932,CENG 5931,Topics In Computer Engineering,W,1900,2150,Delta Building 136,Xiaokun Yang,Fall 2023,100% F2F w/supplmtnl web,Opened
20933,CENG 5931,Topics In Computer Engineering,H,1600,1850,Delta Building D201,Liwen Shih,Fall 2023,100% F2F w/supplmtnl web,Opened
20934,CENG 6535,Bio-Inspired Computing,T,1600,1850,Delta Building 202,Liwen Shih,Fall 2023,100% F2F w/supplmtnl web,Opened
23570,CENG 6838,Research Project and Seminar,T,1300,1550,DELTA 158B,Liwen Shih,Fall 2023,100% F2F w/supplmtnl web,Opened
23883,CHEM 1111,Laboratory for General Chemistry I,M,900,1150,STEM 3131,Monica Khural,Fall 2023,100% F2F w/supplmtnl web,Opened
23884,CHEM 1111,Laboratory for General Chemistry I,M,1300,1550,STEM 3131,Charuksha Thameera Walgama,Fall 2023,100% F2F w/supplmtnl web,Opened
23885,CHEM 1111,Laboratory for General Chemistry I,M,1600,1850,STEM 3131,Monica Khural,Fall 2023,100% F2F w/supplmtnl web,Opened
23886,CHEM 1111,Laboratory for General Chemistry I,W,900,1150,STEM 2103,Monica Khural,Fall 2023,100% F2F w/supplmtnl web,Opened
23887,CHEM 1111,Laboratory for General Chemistry I,W,1300,1550,STEM 3131,To be Announced,Fall 2023,Face to Face,Opened
23888,CHEM 1111,Laboratory for General Chemistry I,W,1600,1850,TBA,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
23893,CHEM 1112,Laboratory for General Chemistry II,W,900,1150,STEM 3131,Yi Su,Fall 2023,100% F2F w/supplmtnl web,Opened
23894,CHEM 1112,Laboratory for General Chemistry II,W,1300,1550,STEM 3127,Monica Khural,Fall 2023,100% F2F w/supplmtnl web,Opened
23889,CHEM 1311,General Chemistry I,TH,1300,1420,STEM 1203,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Opened
23890,CHEM 1311,General Chemistry I,TH,1300,1420,STEM 2103,To be Announced,Fall 2023,100% F2F w/supplmtnl web,Closed
23891,CHEM 1311,General Chemistry I,TH,830,950,STEM 1203,Monica Khural,Fall 2023,100% F2F w/supplmtnl web,Opened
